15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,15,62,63,60,18,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,61,62,63,60,61,62,63,60,61,62,63,60,61,62,63,60,93,93,255,255,242,242,36,36,136,136,16,16,16,16,16
15,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,16,16,16,16,16
