111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,79,79,79,111,79,79,111,111,111,111,111,111,111,79,79,79,111,79,111,111,111,111,111,111,79,79,111,111,111,111,111,111,111,111,111,111,111,79,111,45,79,111,111,111,45,111,79,79,111,79,45,79,111,111,79,79,79,111,111,111,79,79,111,79,111,79,111,79,79,79,79,79,79,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,111,79,79,111,111,79,79,79,111,79,111,111,111,79,79,111,111,111,111,79,111,79,111,111,79,111,79,79,111,111,111,111,111,111,111,79,79,45,79,111,79,79,45,79,111,111,111,111,45,111,79,111,79,79,111,79,111,45,79,79,79,111,79,111,79,111,111,79,79,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,79,111,111,79,111,79,79,111,79,111,111,79,79,111,79,79,79,111,111,111,79,79,111,111,79,79,79,79,79,111,79,111,111,111,79,111,79,79,45,111,111,79,111,45,111,111,79,111,111,45,79,79,79,79,79,79,79,79,45,111,79,111,111,111,79,111,111,79,79,111,111,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,79,79,79,111,111,79,79,111,79,111,79,111,111,111,79,79,79,79,79,111,111,111,111,79,111,79,79,111,111,111,111,111,79,111,79,79,111,45,111,79,111,79,45,79,111,79,111,111,45,79,111,111,111,79,79,79,111,45,111,79,79,79,79,79,111,79,111,79,79,79,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,79,111,111,79,79,111,79,79,79,79,111,79,111,79,111,111,79,79,111,111,111,111,111,79,79,111,111,111,111,79,79,111,79,79,79,79,111,79,79,45,111,111,79,79,45,79,111,79,79,79,45,111,79,111,111,111,79,111,111,45,79,111,79,79,79,111,111,79,79,79,79,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,79,111,79,111,111,111,79,111,111,111,79,111,111,79,79,111,111,79,79,79,111,111,79,111,79,111,79,111,79,79,111,79,79,111,111,79,111,45,79,111,111,79,45,79,79,79,79,111,45,111,111,111,111,79,111,111,79,45,111,79,111,79,79,79,111,79,111,79,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,79,111,111,111,111,111,79,79,79,79,79,111,79,111,79,79,79,79,111,79,111,111,79,79,111,111,79,79,111,79,111,79,111,79,111,111,111,45,79,111,111,79,45,79,111,79,111,111,45,79,79,79,111,79,111,111,111,45,79,111,79,111,111,79,111,111,111,111,79,79,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,79,79,79,111,79,111,79,111,79,79,79,111,111,79,79,79,79,111,111,79,111,79,79,111,79,79,111,79,111,111,79,111,79,79,79,111,111,111,45,111,111,111,111,45,111,79,111,79,111,45,111,111,79,79,111,111,111,111,45,111,111,79,111,79,79,79,79,111,79,79,79,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,79,111,111,111,79,111,79,111,79,79,79,111,79,111,79,111,111,111,111,79,111,79,79,111,111,79,79,111,79,79,79,111,111,79,79,79,111,45,79,111,79,111,45,111,111,111,111,79,45,79,79,111,111,111,79,79,111,45,79,111,111,79,79,111,111,79,111,79,79,111,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,79,79,111,111,79,79,111,79,111,111,79,111,111,111,111,79,79,79,111,79,111,111,79,111,79,79,111,111,111,111,79,111,111,79,111,111,111,45,79,79,79,79,45,111,79,111,111,111,45,79,79,111,111,79,79,111,111,45,79,111,79,79,79,111,79,111,111,111,79,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,79,79,111,79,111,111,111,111,79,111,79,79,79,79,111,79,79,79,79,111,111,111,111,111,79,111,111,79,79,79,79,111,111,79,79,111,79,111,45,79,111,111,79,45,79,111,79,79,111,45,111,79,111,111,79,79,79,111,45,111,111,79,79,79,111,111,111,79,111,111,111,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,79,79,111,111,79,79,79,111,111,79,79,111,111,79,111,79,79,111,79,79,111,79,79,79,111,79,79,79,111,111,111,79,111,79,111,111,79,111,45,111,111,111,79,45,79,111,111,79,111,45,111,111,111,79,79,79,79,79,45,79,79,79,79,111,111,111,111,111,111,111,79,79,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,79,79,111,79,79,79,79,79,111,79,79,79,111,79,111,111,111,79,111,111,79,111,79,79,111,79,79,111,111,79,111,111,79,79,111,111,111,111,111,45,111,79,111,79,45,79,111,111,111,79,45,111,79,111,111,79,111,111,79,45,111,111,111,111,111,79,111,79,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,79,79,79,111,79,111,111,79,79,79,111,111,111,79,111,111,111,79,111,111,111,79,111,111,111,79,111,79,79,79,111,79,79,79,111,111,111,45,79,79,111,79,45,111,79,111,111,111,45,79,79,79,111,79,79,79,79,45,79,111,111,111,111,79,111,111,111,111,79,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,79,79,111,111,111,111,79,79,79,79,79,111,111,111,111,111,111,111,79,79,79,79,79,79,79,111,111,111,79,111,79,79,79,79,111,111,111,79,111,45,111,79,111,79,45,79,111,111,111,111,45,79,111,79,111,111,79,111,79,45,111,79,111,111,111,79,111,111,111,111,79,79,79,45,47,47,47,111,111,47,47,47,47,47,111,111,47,47,47,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,79,79,111,111,111,79,111,111,111,111,111,111,79,111,79,111,111,111,111,111,111,79,111,111,79,79,111,111,79,111,111,111,111,111,79,111,79,111,111,45,79,111,111,79,45,79,111,79,79,111,45,79,111,111,111,79,111,79,111,45,79,79,79,79,79,79,79,111,111,79,111,111,111,45,47,111,111,47,47,111,111,111,111,111,47,47,111,111,47,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,79,111,79,111,111,111,111,79,111,111,111,111,79,111,111,111,79,79,111,111,111,111,79,111,111,111,111,111,111,111,79,111,79,79,45,79,116,117,118,45,79,111,111,79,111,45,111,111,111,111,111,79,79,111,45,79,79,111,79,111,79,111,111,111,79,79,79,79,45,111,47,111,47,47,111,111,111,111,111,47,47,111,47,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,111,79,111,111,79,111,111,111,79,111,111,111,79,111,111,111,111,79,79,79,79,111,79,111,111,111,111,111,111,79,111,79,79,111,111,79,111,111,79,45,111,119,120,121,45,79,111,79,79,111,45,79,111,79,111,111,79,79,111,45,79,79,79,111,79,111,79,111,111,79,79,111,111,45,111,111,47,111,111,47,111,111,111,47,111,111,47,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,45,111,111,111,111,111,111,111,111,111,111,111,111,111,45,79,111,79,111,79,111,79,79,79,79,79,79,79,79,111,111,79,111,111,111,79,111,111,79,79,111,79,111,111,79,79,111,111,111,79,79,79,79,111,45,111,122,123,124,45,111,79,111,111,111,45,116,117,118,79,111,111,79,111,45,111,79,111,111,111,79,111,111,79,79,111,111,79,45,111,47,111,47,111,111,47,111,47,111,111,47,111,47,111,111,111,111,111,111,111,184,189,182,184,176,184,185,184,185,183,178,187,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
